name,slug,alias_names,animagus,blood_status,boggart,born,died,eye_color,family_members,gender,hair_color,height,house,image,jobs,marital_status,nationality,patronus,romances,skin_color,species,titles,wands,weight,wiki
Broom flyer,unidentified-broom-flyer,{},,,,,1991 (possibly),,{},,,,,,"{""Professional broom flier (possibly)""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_broom_flyer
Unidentified brown-coloured Hippogriff,unidentified-brown-coloured-hippogriff,{},,,,Before 1890,,Red,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/7/7e/Brown_hippogriff_HL.png,{},,,,{},,Hippogriff,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_brown-coloured_Hippogriff
Unidentified Gryffindor girl,unidentified-brown-haired-gryffindor-girl,{},,,"Rat, Rattlesnake, Bloody Eyeball",1979-1980,,Blue,{},Female,Brown,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/6/6c/Unidentified_Gryffindor_girl.png,{},,British or Irish,,{},Pale,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_brown-haired_Gryffindor_girl
Unidentified bushily-whiskered British Ministry of Magic employee,unidentified-bushily-whiskered-british-ministry-of-magic-employee,{},,Pure-blood or half-blood,,,,,{},Male,,,,,"{""Department for the Regulation and Control of Magical Creatures employee"", ""Head of the Goblin Liaison Office (possibly)""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_bushily-whiskered_British_Ministry_of_Magic_employee
Unidentified bushy-haired muttering wizard,unidentified-bushy-haired-muttering-wizard,{},,,,,,,{},Male,,,,,"{""British Ministry of Magic employee""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_bushy-haired_muttering_wizard
Unidentified boy,unidentified-card-playing-boy,{},,,,1 September 1977 - 31 August 1984,,,{},Male,Brown,,Gryffindor,,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_card-playing_boy
Unidentified centaur,unidentified-centaur,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/6/6a/Centaurs_%28Concept_Artwork_for_the_HP5_film_02%29.jpg,{},,,,{},,Centaur,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_centaur
Unidentified chestnut-coloured Hippogriff,unidentified-chestnut-coloured-hippogriff,{},,,,Before 1993,,,{},,Chestnut brown,,,https://static.wikia.nocookie.net/harrypotter/images/9/9a/Trio_and_hippogriff.jpg,{},,,,{},,Hippogriff,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_chestnut-coloured_Hippogriff
Unidentified child in bubble,unidentified-child-in-bubble,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/1/14/Child_in_Bubble.jpg,"{""Circus performer""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_child_in_bubble
Unidentified children in the MACUSA headquarters,unidentified-children-in-the-macusa-headquarters,{},,,,Before 1926,,,{},Males and Females,,,,https://static.wikia.nocookie.net/harrypotter/images/9/9a/Children_in_MACUSA_headquarters_FBF.png,{},,,,{},Light,Humans,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_children_in_the_MACUSA_headquarters
Unidentified clown,unidentified-clown,{},,,,Before 1927,,,{},Male,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/f/ff/Brilliant_Clown.png,"{""Clown""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_clown
Unidentified clumsy Hogwarts violist,unidentified-clumsy-hogwarts-violist,{},,,,,,,{},Male,,,,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_clumsy_Hogwarts_violist
Unidentified creature,unidentified-creature-in-hagrid-s-hut,{},,,,Before 1994,,,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/b/b4/Creature_POA_1.jpg,{},,,,{},Dark grey,Unknown,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_creature_in_Hagrid's_Hut
Unidentified crow,unidentified-crow,{},,,,Pre 1994,,,{},,,,,https://static.wikia.nocookie.net/harrypotter/images/3/3a/Unidentified_crow.jpg,{},,,,{},,Crow,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_crow
Dame soothsayer,unidentified-dame-soothsayer,{},,No-Maj (most likely),,,,,{},Female,,,,,"{""Fortune teller""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_dame_soothsayer
Unidentified daughter,unidentified-daughter,{},,No-Maj,,Pre-1926,,,"{""Father"", ""Mother"", ""Brother"", ""Grandfather"", ""Grandmother""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/5/5a/Daughter.jpg,{},,American,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_daughter
Unidentified dragon breeder,unidentified-dragon-breeder,{},,,,Before 1890,,,{},Male,,,,,"{""Dragon breeder""}",,,,{},,Human,{},"{""Unknown length, wood, and core""}",,https://harrypotter.fandom.com/wiki/Unidentified_dragon_breeder
Unidentified dragonologist,unidentified-dragonologist,{},,,,,,Dark,{},Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/5/5f/Unidentified_Dragonologist_HM.png,"{""Dragonologist""}",,,,{},Light,Human (Werewolf),{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Unidentified_dragonologist
Unidentified dumpy Wizengamot member with a large black moustache,unidentified-dumpy-wizengamot-member-with-a-large-black-moustache,{},,,,,,,{},Male,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_dumpy_Wizengamot_member_with_a_large_black_moustache
Unidentified dun-coloured centaur,unidentified-dun-coloured-centaur,{},,,,,,,{},Male,Dun-coloured,,,https://static.wikia.nocookie.net/harrypotter/images/3/3c/Centaurs_Take_Dolores_OotP.png,{},,,,{},Dun-coloured,Centaur,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_dun-coloured_centaur
Unidentified dustman,unidentified-dustman,{},,Muggle,,,,,{},Male,,,,,"{""Dustman""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_dustman
Unidentified examiner with a wart on his nose,unidentified-examiner-with-a-wart-on-his-nose,{},,,,,,,{},Male,,,,,"{""Examiner for the Wizarding Examinations Authority""}",,,hidea,{},,Human,"{""Examiner"", ""Professor (possibly)""}",{},,https://harrypotter.fandom.com/wiki/Unidentified_examiner_with_a_wart_on_his_nose
Unidentified executioner,unidentified-executioner-i,{},,,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/7/75/Executioner_witch.jpg,"{""Executioner for the Magical Congress of the United States of America""}",,American,,{},,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Unidentified_executioner_(I)
Unidentified executioner,unidentified-executioner-ii,{},,,,United States of America,,,{},Male,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/8/8f/Executioner_3.jpg,"{""Executioner for the Magical Congress of the United States of America""}",,American,,{},Light,Human,{},"{""Unknown length, wood and core""}",,https://harrypotter.fandom.com/wiki/Unidentified_executioner_(II)
Unidentified falling man,unidentified-falling-man,{},,,,Prior to 1994,,,{},Male,Black,,,,{},,,,{},Dark,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_falling_man
Unidentified Gilderoy Lockhart's fans,unidentified-fans-of-gilderoy-lockhart,{},,,,,,,{},,,,,,{},,British,,{},,Humans,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_fans_of_Gilderoy_Lockhart
Unidentified female Acolyte at the Candidates' Dinner,unidentified-female-acolyte-at-the-candidates-dinner,{},,,,Prior to 1932,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e1/Unidentified_Female_Acolyte_at_the_Candidates%27_Dinner_%281%29.jpg,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Acolyte_at_the_Candidates'_Dinner
Unidentified female Antipodean Opaleye,unidentified-female-antipodean-opaleye,{},,,,Pre 2010,,,{},Female,,,,,{},,,,{},,Dragon (Antipodean Opaleye),{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Antipodean_Opaleye
Unidentified female Chinese Fireball,unidentified-female-chinese-fireball,{},,,,Pre 1994,,Yellow,"{""Child""}",Female,,,,https://static.wikia.nocookie.net/harrypotter/images/5/53/Female_Chinese_Fireball.png,{},,,,{},Red and black,Chinese Fireball,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Chinese_Fireball
Unidentified Chinese Fireball youngling,unidentified-female-chinese-fireball-s-offspring,{},,,,1994,,Black,"{""Mother""}",,,,,https://static.wikia.nocookie.net/harrypotter/images/e/e6/Chinese_Fireball_offspring_LEGOY1.png,{},,,,{},Red,Chinese Fireball,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Chinese_Fireball's_offspring
Unidentified female Common Welsh Green,unidentified-female-common-welsh-green,{},,,,Pre 1994,,Yellow,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/c/c3/Brilliant_Welsh_Green_WU.png,{},,,,{},Green,Dragon (Common Welsh Green),{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Common_Welsh_Green
Female Council of Magical Law juror,unidentified-female-council-of-magical-law-juror,{},,,,,,,{},Female,,,,,"{""Member of the Council of Magical Law""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Council_of_Magical_Law_juror
Unidentified female Customer in Bakery,unidentified-female-customer-in-bakery,{},,No-Maj,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/7/7e/Female_Customer_in_Bakery.jpg,{},,American,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Customer_in_Bakery
Unidentified female Death Eater,unidentified-female-death-eater-at-malfoy-manor-i,{},,,,,,,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/e/ef/Unkown_female_Death_Eater.jpg,{},,,None,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Death_Eater_at_Malfoy_Manor_(I)
Unidentified female Death Eater,unidentified-female-death-eater-at-malfoy-manor-ii,{},,Pure-blood or Half-blood,,,,,{},Female,White,,Slytherin (possibly),https://static.wikia.nocookie.net/harrypotter/images/d/d3/Female_deatheater.png,{},,,None,{},Pale,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Death_Eater_at_Malfoy_Manor_(II)
Eeylops Owl Emporium employee,unidentified-female-eeylops-owl-emporium-employee,{},,,,,,,{},Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/2/28/FemaleEeylopsEmployee.jpg,"{""Employee at Eeylops Owl Emporium""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Eeylops_Owl_Emporium_employee
Unidentified student,unidentified-female-hogwarts-student-who-helped-the-unidentified-female-hogwarts-teacher-xii,{},,,,On or before 31 August 1986,,,{},Female,Dark,,,https://static.wikia.nocookie.net/harrypotter/images/0/07/HPDH2-1282_%281%29.jpg,{},,British or Irish,,{},Light brown,,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Hogwarts_student_who_helped_the_unidentified_female_Hogwarts_teacher_(XII)
Unidentified female Hungarian Horntail,unidentified-female-hungarian-horntail,{},,,,Pre 1994,,Yellow,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/4/4c/Hungarianhorntail.jpg,{},,,,{},Black,Hungarian Horntail,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Hungarian_Horntail
Unidentified Muggle,unidentified-female-muggle-i,{},,Muggle,,,,,{},Female,,,,,{},,Scottish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Muggle_(I)
Unidentified female R member,unidentified-female-r-member-i,{},,,,,,,{},Femae,Red,,,https://static.wikia.nocookie.net/harrypotter/images/1/1a/Unidentified_female_R_member_%28I%29.png,{},,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_R_member_(I)
Unidentified female Seer,unidentified-female-seer,{},,,,,,,{},Female,,,,,"{""Seer""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Seer
Unidentified Snatcher,unidentified-female-snatcher-during-the-battle-of-hogwarts,{},,Pure-blood or half-blood,,In or before 1980,"2 May, 1998",Dark,{},Female,Blonde,,,https://static.wikia.nocookie.net/harrypotter/images/d/d9/Female_Snatcher.jpg,"{""Snatcher""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Snatcher_during_the_Battle_of_Hogwarts
Unidentified female Swedish Short-Snout,unidentified-female-swedish-short-snout,{},,,,Pre 1994,,Yellow,{},Female,,,,https://static.wikia.nocookie.net/harrypotter/images/e/ed/Swedish_Short-Snout_LEGOY1.png,{},,,,{},Blue-grey,Dragon (Swedish Short-Snout),{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_Swedish_Short-Snout
Unidentified female reporter,unidentified-female-reporter,{},,,,,,,{},Female,Brown,,,https://static.wikia.nocookie.net/harrypotter/images/8/8f/Female_reporter_HBPF.png,"{""Journalist""}",,,,{},Brown,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_female_reporter
Unidentified fifth-year girl,unidentified-fifth-year-girl,{},,,,c. 1978-1979,,,{},Female,,A foot taller than Harry Potter,,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_fifth-year_girl
Unidentified fire-breather,unidentified-fire-breather,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/5/59/Brilliant_Fire-breather_WU.png,"{""Fire-breather""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_fire-breather
Unidentified first-year boy,unidentified-first-year-slytherin-boy,{},,,,Between 1 September 1976 and 31 August 1977,,,"{""Mother""}",Male,Brown,,Slytherin,https://static.wikia.nocookie.net/harrypotter/images/9/96/Unidentified_first_year_Slytherin_boy_with_friends.jpg,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_first-year_Slytherin_boy
Unidentified first-year boy,unidentified-first-year-boy-i,{},,,,Between 1 September 1973 and 31 August 1974,,Blue,{},Male,Brown,,Ravenclaw or Slytherin,https://static.wikia.nocookie.net/harrypotter/images/1/1c/Unidentified_first_year_boy.png,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_first-year_boy_(I)
Unidentified first-year boy (II),unidentified-first-year-boy-ii,{},,,,Between 1 September 1975 and 31 August 1976,,Black,{},Male,Black,,,https://static.wikia.nocookie.net/harrypotter/images/7/7d/UnidentifiedFirstYearBoyII.jpg,{},,British or Irish,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_first-year_boy_(II)
Defence Against the Dark Arts Professor,unidentified-first-1990-1991-defence-against-the-dark-arts-professor,{},,,,,,,{},,,,,,"{""Professor of Defence Against the Dark Arts (1990–1991)""}",,,,{},,Human,"{""Professor""}",{},,https://harrypotter.fandom.com/wiki/Unidentified_first_1990–1991_Defence_Against_the_Dark_Arts_professor
Unidentified five Animagi,unidentified-five-animagi,{},Unknown,,,,,,{},,,,,,{},,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_five_Animagi
Unidentified five Aurors,unidentified-five-aurors,{},,,,Before 1926,November or December 1926,,{},Males and Females,,,,https://static.wikia.nocookie.net/harrypotter/images/b/bd/Unidentified_five_Aurors.jpg,"{""Aurors""}",,,,{},,Humans,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_five_Aurors
Unidentified five Muggles,unidentified-five-muggles,{},,Muggles,,,Early 1998,,{},,,,,,{},,British,,{},,Humans,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_five_Muggles
Unidentified florist,unidentified-florist-in-diagon-alley,{},,,,,,,{},Female,Black,,,https://static.wikia.nocookie.net/harrypotter/images/8/89/Florist.png,"{""Florist in Diagon Alley""}",,,,{},Light,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_florist_in_Diagon_Alley
Unidentified fourth-year Chaser,unidentified-fourth-year-chaser,{},,,,Between 1 September 1974 and 31 August 1975,,,{},,,,,,{},,British or Irish,,{},Dark,Human,"{""Chaser""}",{},,https://harrypotter.fandom.com/wiki/Unidentified_fourth-year_Chaser
Fourth-year student,unidentified-fourth-year-student,{},,,,c. 1980-1981,,,{},Male,,,,,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_fourth-year_student
Unidentified friend of McClaggan,unidentified-friend-of-mcclaggan,{},,,,31 August 1916 or earlier,,,{},Male,,,Gryffindor,https://static.wikia.nocookie.net/harrypotter/images/a/a1/McClaggan%27s_Friend.jpg,{},,British or Irish,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_friend_of_McClaggan
Unidentified frizzy-haired Wizengamot member,unidentified-frizzy-haired-wizengamot-member,{},,,,,,,{},Female,,,,,"{""Member of the Wizengamot""}",,,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_frizzy-haired_Wizengamot_member
Unidentified frowning British Ministry of Magic wizard who murmured instructions to a quill,unidentified-frowning-british-ministry-of-magic-wizard-who-murmured-instructions-to-a-quill,{},,Pure-blood or half-blood,,,,,{},Male,,,,,"{""British Ministry of Magic employee""}",,British,,{},,Human,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_frowning_British_Ministry_of_Magic_wizard_who_murmured_instructions_to_a_quill
Ghost,unidentified-ghost-vii,{},,,,,In or before 1991,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/3/3c/HeadlessHorseman.jpg,{},,,,{},,"Human (formerly), Ghost",{},{},,https://harrypotter.fandom.com/wiki/Unidentified_ghost_(VII)
Unidentified ghost horse,unidentified-ghost-horse-i,{},,,,,Before 1993,Greyish-silver,{},,Greyish-silver,,,https://static.wikia.nocookie.net/harrypotter/images/9/91/HighwaymanGhost.jpg,{},,,,{},Greyish-silver,"Horse (formerly), Ghost horse",{},{},,https://harrypotter.fandom.com/wiki/Unidentified_ghost_horse_(I)
Unidentified ghost horse (II),unidentified-ghost-horse-ii,{},,,,,,Black,{},,Silver-grey,,,https://static.wikia.nocookie.net/harrypotter/images/3/3c/HeadlessHorseman.jpg,{},,,,{},,"Horse (formerly), Ghost horse",{},{},,https://harrypotter.fandom.com/wiki/Unidentified_ghost_horse_(II)
Unidentified ghosts,unidentified-ghosts,{},,,,,Before 1991,,{},Females,,,,,{},,,,{},Pale,"Humans (formerly), Ghosts",{},{},,https://harrypotter.fandom.com/wiki/Unidentified_ghosts
Giant at the Battle of Hogwarts,unidentified-giant-at-the-battle-of-hogwarts-i,{},,,,,,,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/9/9d/Giant_Battle_of_hogwarts.jpg,{},,,,{},Light brown,Giant,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(I)
Giant at the Battle of Hogwarts,unidentified-giant-at-the-battle-of-hogwarts-ii,{},,,,,"2 May 1998, Hogwarts Castle",,{},Male,,,,https://static.wikia.nocookie.net/harrypotter/images/9/9e/Giants_and_Death_Eaters.jpg,{},,,,{},Reddish-brown,Giant,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(II)
Giant at the Battle of Hogwarts,unidentified-giant-at-the-battle-of-hogwarts-iii,{},,,,,"2 May 1998, Hogwarts Castle",,{},Male,Bald (possibly),,,https://static.wikia.nocookie.net/harrypotter/images/b/b4/Giant_%28III%29.jpg,{},,,,{},Light,Giant,{},{},,https://harrypotter.fandom.com/wiki/Unidentified_giant_at_the_Battle_of_Hogwarts_(III)
